,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,export_poi_name,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe
37,38,Interspar,shop,"{'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'payment:mastercard': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:erzsebet': 'yes', 'payment:otp_cafeteria': 'yes', 'brand:wikidata': 'Q610492', 'shop': 'supermarket', 'payment:contactless': 'yes', 'brand:wikipedia': 'hu:Spar', 'payment:multipay': 'yes', 'payment:v_pay': 'yes', 'payment:unionpay': 'yes', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'phone': '+36208237727', 'payment:edenred_card': 'yes', 'payment:visa_electron': 'yes', 'payment:otp_bankpont': 'yes', 'payment:cash': 'yes', 'contact:email': 'vevoszolgalat@spar.hu', 'payment:jcb': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'payment:visa': 'yes', 'brand': 'Spar', 'payment:american_express': 'yes', 'payment:edenred_voucher': 'yes', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'payment:mastercard_electronic': 'yes'}",https://www.spar.hu,husparisup,(spar|interspar),,False,False,True,2000.0,200.0,15.0
38,39,Spar,shop,"{'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'payment:mastercard': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:erzsebet': 'yes', 'payment:otp_cafeteria': 'yes', 'brand:wikidata': 'Q610492', 'shop': 'supermarket', 'payment:contactless': 'yes', 'brand:wikipedia': 'hu:Spar', 'payment:multipay': 'yes', 'payment:v_pay': 'yes', 'payment:unionpay': 'yes', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'phone': '+36208237727', 'payment:edenred_card': 'yes', 'payment:visa_electron': 'yes', 'payment:otp_bankpont': 'yes', 'payment:cash': 'yes', 'contact:email': 'vevoszolgalat@spar.hu', 'payment:jcb': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'payment:visa': 'yes', 'brand': 'Spar', 'payment:american_express': 'yes', 'payment:edenred_voucher': 'yes', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'payment:mastercard_electronic': 'yes'}",https://www.spar.hu,husparsup,(spar|spar supermarket),,False,False,True,2000.0,200.0,15.0
39,40,DeSpar,shop,"{'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'payment:mastercard': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:erzsebet': 'yes', 'payment:otp_cafeteria': 'yes', 'brand:wikidata': 'Q610492', 'shop': 'convenience', 'payment:contactless': 'yes', 'brand:wikipedia': 'hu:Spar', 'payment:multipay': 'yes', 'payment:v_pay': 'yes', 'payment:unionpay': 'yes', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'phone': '+36208237727', 'payment:edenred_card': 'yes', 'payment:visa_electron': 'yes', 'payment:otp_bankpont': 'yes', 'payment:cash': 'yes', 'contact:email': 'vevoszolgalat@spar.hu', 'payment:jcb': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'payment:visa': 'yes', 'brand': 'Spar', 'payment:american_express': 'yes', 'payment:edenred_voucher': 'yes', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'payment:mastercard_electronic': 'yes'}",https://www.spar.hu,huspardcon,(spar|despar),,False,False,True,2000.0,200.0,15.0
40,41,Tesco Expressz,shop,"{'payment:erzsebet_plus': 'yes', 'payment:mastercard_contactless': 'yes', 'loyalty_card': 'yes', 'payment:cash': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:erzsebet': 'yes', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'brand:wikidata': 'Q98456772', 'shop': 'convenience', 'payment:contactless': 'yes', 'payment:gift_card': 'yes', 'payment:multipay': 'yes', 'ref:HU:company': '13-10-040628', 'payment:unionpay': 'yes', 'payment:wire_transfer': 'yes', 'payment:edenred_card': 'yes', 'payment:visa_electron': 'yes', 'contact:youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:otp_bankpont': 'yes', 'payment:visa': 'yes', 'contact:pinterest': 'https://www.pinterest.com/tescohungary/', 'ref:vatin': 'HU10307078', 'payment:v_pay': 'yes', 'internet_access:ssid': 'tesco-internet', 'payment:otp_cafeteria': 'yes', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'operator:addr': '2040 Budaörs, Kinizsi út 1-3.', 'brand': 'Tesco', 'air_conditioning': 'yes', 'ref:vatin:hu': '10307078-2-44', 'payment:jcb': 'yes', 'brand:wikipedia': 'hu:Tesco', 'contact:facebook': 'https://www.facebook.com/tescoaruhazak', 'payment:edenred_voucher': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:american_express': 'yes'}",https://tesco.hu,hutescoexp,tesco,,False,False,True,2000.0,200.0,
41,42,Tesco Extra,shop,"{'payment:erzsebet_plus': 'yes', 'payment:mastercard_contactless': 'yes', 'loyalty_card': 'yes', 'payment:cash': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:erzsebet': 'yes', 'internet_access': 'wlan', 'payment:wire_transfer': 'yes', 'internet_access:fee': 'no', 'brand:wikidata': 'Q25172225', 'shop': 'supermarket', 'payment:contactless': 'yes', 'payment:gift_card': 'yes', 'payment:multipay': 'yes', 'wheelchair': 'yes', 'ref:HU:company': '13-10-040628', 'payment:unionpay': 'yes', 'source:wheelchair': 'website', 'payment:edenred_card': 'yes', 'payment:visa_electron': 'yes', 'contact:youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:otp_bankpont': 'yes', 'payment:visa': 'yes', 'contact:pinterest': 'https://www.pinterest.com/tescohungary/', 'ref:vatin': 'HU10307078', 'payment:v_pay': 'yes', 'internet_access:ssid': 'tesco-internet', 'payment:otp_cafeteria': 'yes', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'operator:addr': '2040 Budaörs, Kinizsi út 1-3.', 'brand': 'Tesco', 'air_conditioning': 'yes', 'ref:vatin:hu': '10307078-2-44', 'payment:jcb': 'yes', 'brand:wikipedia': 'hu:Tesco', 'contact:facebook': 'https://www.facebook.com/tescoaruhazak', 'payment:edenred_voucher': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:american_express': 'yes'}",https://tesco.hu,hutescoext,tesco,,False,False,True,2000.0,1100.0,
42,43,Tesco,shop,"{'payment:erzsebet_plus': 'yes', 'payment:mastercard_contactless': 'yes', 'loyalty_card': 'yes', 'payment:cash': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:erzsebet': 'yes', 'internet_access': 'wlan', 'payment:wire_transfer': 'yes', 'internet_access:fee': 'no', 'brand:wikidata': 'Q487494', 'shop': 'supermarket', 'payment:contactless': 'yes', 'payment:gift_card': 'yes', 'payment:multipay': 'yes', 'wheelchair': 'yes', 'ref:HU:company': '13-10-040628', 'payment:unionpay': 'yes', 'source:wheelchair': 'website', 'payment:edenred_card': 'yes', 'payment:visa_electron': 'yes', 'contact:youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:otp_bankpont': 'yes', 'payment:visa': 'yes', 'contact:pinterest': 'https://www.pinterest.com/tescohungary/', 'ref:vatin': 'HU10307078', 'payment:v_pay': 'yes', 'internet_access:ssid': 'tesco-internet', 'payment:otp_cafeteria': 'yes', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'operator:addr': '2040 Budaörs, Kinizsi út 1-3.', 'brand': 'Tesco', 'air_conditioning': 'yes', 'ref:vatin:hu': '10307078-2-44', 'payment:jcb': 'yes', 'brand:wikipedia': 'hu:Tesco', 'contact:facebook': 'https://www.facebook.com/tescoaruhazak', 'payment:edenred_voucher': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:american_express': 'yes'}",https://tesco.hu,hutescosup,tesco,,False,False,True,2000.0,1100.0,
43,44,S-Market,shop,"{'payment:otp_cafeteria': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:mastercard_contactless': 'yes', 'loyalty_card': 'yes', 'payment:cash': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:erzsebet': 'yes', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'brand:wikidata': 'Q487494', 'shop': 'convenience', 'payment:contactless': 'yes', 'payment:gift_card': 'yes', 'payment:multipay': 'yes', 'ref:HU:company': '13-10-040628', 'payment:unionpay': 'yes', 'payment:wire_transfer': 'yes', 'payment:edenred_card': 'yes', 'payment:visa_electron': 'yes', 'contact:youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:otp_bankpont': 'yes', 'payment:visa': 'yes', 'contact:pinterest': 'https://www.pinterest.com/tescohungary/', 'ref:vatin': 'HU10307078', 'payment:v_pay': 'yes', 'internet_access:ssid': 'tesco-internet', 'ref:vatin:hu': '10307078-2-44', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'operator:addr': '2040 Budaörs, Kinizsi út 1-3.', 'brand': 'Tesco', 'air_conditioning': 'yes', 'alt_name': 'Tesco Expressz', 'payment:jcb': 'yes', 'brand:wikipedia': 'hu:Tesco', 'contact:facebook': 'https://www.facebook.com/tescoaruhazak', 'payment:edenred_voucher': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:american_express': 'yes'}",https://tesco.hu,husmrktexp,(tesco|smarket|s-market|s market),,False,False,True,2000.0,200.0,
44,45,S-Market,shop,"{'payment:otp_cafeteria': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:mastercard_contactless': 'yes', 'loyalty_card': 'yes', 'payment:cash': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:erzsebet': 'yes', 'internet_access': 'wlan', 'payment:wire_transfer': 'yes', 'internet_access:fee': 'no', 'brand:wikidata': 'Q487494', 'shop': 'supermarket', 'payment:contactless': 'yes', 'payment:gift_card': 'yes', 'payment:multipay': 'yes', 'wheelchair': 'yes', 'ref:HU:company': '13-10-040628', 'payment:unionpay': 'yes', 'source:wheelchair': 'website', 'payment:edenred_card': 'yes', 'payment:visa_electron': 'yes', 'contact:youtube': 'https://www.youtube.com/user/TescoMagyarorszag', 'payment:otp_bankpont': 'yes', 'payment:visa': 'yes', 'contact:pinterest': 'https://www.pinterest.com/tescohungary/', 'ref:vatin': 'HU10307078', 'payment:v_pay': 'yes', 'internet_access:ssid': 'tesco-internet', 'ref:vatin:hu': '10307078-2-44', 'operator': 'TESCO-GLOBAL Áruházak Zrt.', 'operator:addr': '2040 Budaörs, Kinizsi út 1-3.', 'brand': 'Tesco', 'air_conditioning': 'yes', 'alt_name': 'Tesco', 'payment:jcb': 'yes', 'brand:wikipedia': 'hu:Tesco', 'contact:facebook': 'https://www.facebook.com/tescoaruhazak', 'payment:edenred_voucher': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:american_express': 'yes'}",https://tesco.hu,husmrktsup,(tesco|smarket|s-market|s market),,False,False,True,2000.0,200.0,
45,46,Tom Market,shop,"{'payment:erzsebet_plus': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:erzsebet': 'yes', 'shop': 'convenience', 'payment:contactless': 'yes', 'payment:multipay': 'yes', 'payment:unionpay': 'yes', 'payment:edenred_card': 'yes', 'payment:visa_electron': 'yes', 'payment:edenred_voucher': 'yes', 'payment:otp_bankpont': 'yes', 'payment:cash': 'yes', 'payment:otp_cafeteria': 'yes', 'payment:visa': 'yes', 'payment:v_pay': 'yes', 'name': 'Tom Market', 'payment:jcb': 'yes', 'contact:facebook': 'https://www.facebook.com/TOM.Market.Magyarorszag', 'payment:mastercard_electronic': 'yes', 'payment:american_express': 'yes'}",https://tommarket.hu,hutommacon,tom market|tommarket,,False,False,True,2000.0,200.0,
46,47,Yves Rocher,cosmetics,"{'payment:mastercard_contactless': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UC6GA7lucPWgbNlC_MoomB9g', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'brand:wikidata': 'Q28496595', 'shop': 'cosmetics', 'payment:contactless': 'yes', 'brand:wikipedia': 'en:Yves Rocher (company)', 'ref:HU:company': '01-09-079930', 'contact:instagram': 'https://www.instagram.com/yves_rocher_magyarorszag/', 'payment:visa_electron': 'yes', 'ref:vatin': 'HU10618646', 'payment:cash': 'yes', 'contact:email': 'vevoszolgalat@yrnet.com', 'operator': 'Yves Rocher Hungary Kft. ', 'operator:addr': '1132 Budapest, Váci út 20-26.', 'brand': 'Yves Rocher', 'air_conditioning': 'yes', 'ref:vatin:hu': '10618646-2-41', 'contact:facebook': 'https://www.facebook.com/YvesRocherHungary/', 'payment:mastercard_electronic': 'yes', 'payment:visa': 'yes'}",https://www.yves-rocher.hu/,huyvesrcos,yves rocher,,False,False,True,2000.0,200.0,15.0
