,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_ref,poi_phone,poi_email,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_opening_hours,poi_hash,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code
976,949,4,Vegyes élelmiszer üzlet,2216,5331,Kenderes,József Attila út,20,,POINT (47.251405 20.681444),József Attila út 20.,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,18:00:00,18:00:00,18:00:00,18:00:00,18:00:00,11:00:00,10:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:00-18:00;Sa 06:00-11:00;Su 07:00-10:00",,2018-06-30 09:47:53.748317+00:00,,,47.251405,20.681444,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
977,950,4,MAZSOLA 2 ABC,2161,5081,Szajol,Táncsics Mihály utca,31,,POINT (47.17332 20.299673),Táncsics Mihály u. 31.,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,19:00:00,19:00:00,19:00:00,19:00:00,19:00:00,17:00:00,,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:00-19:00;Sa 06:00-17:00",,2018-06-30 09:47:53.748317+00:00,,,47.17332,20.299673,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
978,951,4,Kézműves CBA,969,2700,Cegléd,Kossuth F. utca,3,,POINT (47.171765 19.796836),Kossuth F. utca 3.,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,,,,,,,,,,,,,,,,,,"Fr,Mo,Sa,Th,Tu,We 06:00-21:00",,2018-06-30 09:47:53.748317+00:00,,,47.171765,19.796836,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
979,952,4,Élelmiszerbolt,957,2687,Bercel,Baross Gábor utca,28,,POINT (47.871534 19.401937),Baross G. utca 28.,,,,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,,17:00:00,17:00:00,17:00:00,17:00:00,17:00:00,12:00:00,,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 07:00-17:00;Sa 07:00-12:00",,2018-06-30 09:47:53.748317+00:00,,,47.871534,19.401937,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
980,953,4,Telekosár ABC,1102,3047,Buják,Kossuth út,60,,POINT (47.881606 19.541972),Kossuth út 60.,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,18:00:00,18:00:00,18:00:00,18:00:00,18:00:00,12:00:00,11:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:00-18:00;Sa 06:00-12:00;Su 07:00-11:00",,2018-06-30 09:47:53.748317+00:00,,,47.881606,19.541972,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
981,955,4,Sváb Pékség ABC és Kávézó,651,2085,Pilisvörösvár,Puskin utca,9,,POINT (47.62002 18.909697),Puskin utca 9.,,,,,,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,06:00:00,,19:00:00,19:00:00,19:00:00,19:00:00,19:00:00,13:00:00,,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 05:00-19:00;Sa 06:00-13:00",,2018-06-30 09:47:53.748317+00:00,,,47.62002,18.909697,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
982,956,4,34.sz. Delikát Csemege,1034,2881,Ászár,Köztársaság utca,47,,POINT (47.505775 18.018176),Köztársaság utca 47.,,,,delikat34@delikatkft.hu,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,19:30:00,19:30:00,19:30:00,19:30:00,19:30:00,18:00:00,11:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:00-19:30;Sa 06:00-18:00;Su 07:00-11:00",,2018-06-30 09:47:53.748317+00:00,,,47.505775,18.018176,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
983,957,4,Ady Csemege,164,1191,Budapest,Templom tér,21,,POINT (47.453519 19.142014),Templom tér 21.,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,14:00:00,,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:00-21:00;Sa 06:00-14:00",,2018-06-30 09:47:53.748317+00:00,,,47.453519,19.142014,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
984,958,4,WEALTH MARKET ÉLELMISZER,104,1107,Budapest,Bihari út,22,,POINT (47.480433 19.12582),Bihari út 22.,,,,,,09:00:00,09:00:00,09:00:00,09:00:00,09:00:00,09:00:00,09:00:00,18:00:00,18:00:00,18:00:00,18:00:00,18:00:00,18:00:00,18:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Sa,Su,Th,Tu,We 09:00-18:00",,2018-06-30 09:47:53.748317+00:00,,,47.480433,19.12582,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
985,959,4,CBA Kőhíd ABC,1230,3284,Tarnaméra,Árpád út,63,,POINT (47.647079 20.160947),Árpád út 63.,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,08:00:00,17:30:00,17:30:00,17:30:00,17:30:00,17:30:00,12:00:00,11:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:00-17:30;Sa 06:00-12:00;Su 08:00-11:00",,2018-06-30 09:47:53.748317+00:00,,,47.647079,20.160947,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
986,960,4,Amerikai úti ABC,134,1145,Budapest,Amerikai út,67,,POINT (47.519254 19.096204),Amerikai út 67,,,306111370.0,amerikai@rubok.hu,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,17:00:00,,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:30-20:00;Sa 07:00-17:00",,2018-06-30 09:47:53.748317+00:00,,,47.519254,19.096204,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
987,961,4,Hungária Csemege,135,1146,Budapest,Hungária körút,140-146,,POINT (47.511909 19.097848),Hungária krt. 140-146.,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:30:00,,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,14:00:00,,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:00-20:00;Sa 06:30-14:00",,2018-06-30 09:47:53.748317+00:00,,,47.511909,19.097848,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
988,962,4,Papp ABC,2585,6787,Zákányszék,Dózsa György utca,56,,POINT (46.274768 19.887318),Dózsa György u. 56.,,,3662290332.0,pappabc@vnet.hu,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,18:00:00,18:00:00,18:00:00,18:00:00,18:00:00,14:00:00,,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:00-18:00;Sa 06:00-14:00",,2018-06-30 09:47:53.748317+00:00,,,46.274768,19.887318,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
989,963,4,Gyöngyösi Csemege,121,1131,Budapest,Gyöngyösi utca,49,,POINT (47.547541 19.082548),Gyöngyösi utca 49,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Sa,Su,Th,Tu,We 06:00-22:00",,2018-06-30 09:47:53.748317+00:00,,,47.547541,19.082548,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
990,964,4,CBA Élelmiszer,2402,6098,Tass,Széchenyi út,53,,POINT (47.020882 19.032764),Széchenyi út 53.,,,3676536237.0,ankapartner@gmail.com,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,18:00:00,18:00:00,18:00:00,18:00:00,18:00:00,14:00:00,11:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:00-18:00;Sa 06:00-14:00;Su 07:00-11:00",,2018-06-30 09:47:53.748317+00:00,,,47.020882,19.032764,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
991,965,4,CBA Élelmiszerüzlet,704,2162,Őrbottyán,Rákóczi Ferenc utca,163,,POINT (47.696578 19.291929),Rákóczi Ferenc utca 163.,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,19:00:00,19:00:00,19:00:00,19:00:00,19:00:00,15:00:00,11:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:00-19:00;Sa 06:00-15:00;Su 07:00-11:00",,2018-06-30 09:47:53.748317+00:00,,,47.696578,19.291929,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
992,966,4,Minimál Csemege,2541,6720,Szeged,Tisza Lajos körút,36,,POINT (46.254487 20.146864),Tisza Lajos krt. 36.,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,15:00:00,,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:00-20:00;Sa 07:00-15:00",,2018-06-30 09:47:53.748317+00:00,,,46.254487,20.146864,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
993,967,4,CBA Házhelyi Bolt,1782,4080,Hajdúnánás,Pacsirta utca,2,,POINT (47.855081 21.431398),Pacsirta u. 2,,,,,,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,05:00:00,06:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Sa,Th,Tu,We 05:00-21:00;Su 06:00-21:00",,2018-06-30 09:47:53.748317+00:00,,,47.855081,21.431398,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
994,968,4,CBA NAPFÉNY ABC,3344,8172,Balatonakarattya,Bercsényi utca,1,2934/5,POINT (47.015321 18.16673),BERCSÉNYI U.1 2934/5 HRSZ,,,36302887817.0,cbanapfeny@gmail.com,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Sa,Su,Th,Tu,We 06:30-20:00",,2018-06-30 09:47:53.748317+00:00,,,47.015321,18.16673,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
995,970,4,303-as Szupermarket,3481,8360,Keszthely,Kossuth Lajos utca,82,,POINT (46.756894 17.241874),Kossuth Lajos u. 82.,,,,303keszthely@gmail.com,,06:30:00,06:30:00,06:30:00,06:30:00,06:00:00,06:30:00,06:30:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,,,,,,,,,,,,,,,,,"Mo,Sa,Su,Th,Tu,We 06:30-21:00;Fr 06:00-21:00",,2018-06-30 09:47:53.748317+00:00,,,46.756894,17.241874,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
996,971,4,Arany Herceg Élelmiszer Áruház,59,1051,Budapest,Arany János utca,27-29,,POINT (47.502258 19.053053),Arany János utca 27-29.,,,36305826623.0,aranyherceg@cba-aranyherceg.hu,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,08:00:00,09:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,18:00:00,16:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 07:00-21:00;Sa 08:00-18:00;Su 09:00-16:00",,2018-06-30 09:47:53.748317+00:00,,,47.502258,19.053053,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
997,972,4,Római ABC,803,2400,Dunaújváros,Váci Mihály utca,5,,POINT (46.970752 18.934179),Váci Mihály utca 5.,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,13:00:00,,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:00-20:00;Sa 06:00-13:00",,2018-06-30 09:47:53.748317+00:00,,,46.970752,18.934179,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
998,973,4,PRÍMA ÉLELMISZER,1107,3060,Pásztó,Cserhát lakónegyed,10,,POINT (47.924507 19.696411),Cserhát lakónegyed 10.,,,36706805977.0,vitalglobalzrt@gmail.com,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,16:00:00,14:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:00-20:00;Sa 06:00-16:00;Su 07:00-14:00",,2018-06-30 09:47:53.748317+00:00,,,47.924507,19.696411,4,CBA,shop,"{'shop': 'convenience', 'brand': 'CBA', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.cba.hu,hucbacon
999,455,6,Príma Élelmiszer Berda József u. 48.,53,1043,Budapest,Berda József utca,48,,POINT (47.557386 19.088351),Berda József u 48.,,,3613990559.0,berda@jegcsillag.hu,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,07:30:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,16:00:00,14:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:30-20:00;Sa 07:00-16:00;Su 07:30-14:00",,2018-06-30 09:47:53.748317+00:00,,,47.557386,19.088351,6,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon
1000,460,6,Príma Élelmiszer Erzsébet körút 58.,75,1073,Budapest,Erzsébet körút,58,,POINT (47.503092 19.065728),Erzsébet körút 58,,,3614130085.0,kiraly@jegcsillag.hu,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,10:00:00,11:00:00,21:30:00,21:30:00,21:30:00,21:30:00,21:30:00,21:30:00,21:30:00,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:30-21:30;Sa 10:00-21:30;Su 11:00-21:30",,2018-06-30 09:47:53.748317+00:00,,,47.503092,19.065728,6,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon
1001,461,6,Príma Élelmiszer Baross u.111.,83,1083,Budapest,Baross utca,111,,POINT (47.488287 19.082548),Baross u 111.,,,3612100057.0,baross@jegcsillag.hu,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,07:30:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,16:00:00,14:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:30-21:00;Sa 07:00-16:00;Su 07:30-14:00",,2018-06-30 09:47:53.748317+00:00,,,47.488287,19.082548,6,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon
1002,463,6,Príma Élelmiszer Vihar u. 17.,46,1035,Budapest,Vihar utca,17,,POINT (47.546325 19.038255),Vihar u 17.,,,3614390932.0,vihar@jegcsillag.hu,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,07:30:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,17:00:00,14:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:30-20:00;Sa 07:00-17:00;Su 07:30-14:00",,2018-06-30 09:47:53.748317+00:00,,,47.546325,19.038255,6,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon
1003,464,6,Príma Élelmiszer Hatvany L.u.10.,50,1039,Budapest,Hatvany Lajos utca,10,,POINT (47.599163 19.0641),Hatvany Lajos u 10,,,3612502843.0,hatvany@jegcsillag.hu,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,14:00:00,,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:30-20:00;Sa 07:00-14:00",,2018-06-30 09:47:53.748317+00:00,,,47.599163,19.0641,6,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon
1004,466,6,Príma Hermina,134,1145,Budapest,Nagy Lajos király út,212-214,,POINT (47.522094 19.102466),Nagy Lajos király útja 212-214.,,,,,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,08:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,21:00:00,18:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:30-22:00;Sa 07:00-21:00;Su 08:00-18:00",,2018-06-30 09:47:53.748317+00:00,,,47.522094,19.102466,6,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon
1005,470,6,Príma Horváthkert,29,1013,Budapest,Alagút utca,5,,POINT (47.497012 19.032873),Alagút utca 5.,,,307082641.0,horvathkert@cba-budavar.hu,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,,,,,,,,,,,,,,,,,,"Fr,Mo,Sa,Th,Tu,We 07:00-22:00",,2018-06-30 09:47:53.748317+00:00,,,47.497012,19.032873,6,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon
1006,473,6,Millennium Príma Élelmiszerüzlet,70,1066,Budapest,Andrássy út,30,,POINT (47.503271 19.060486),Andrássy út 30.,,,3613010471.0,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,08:00:00,10:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,20:00:00,20:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 07:00-22:00;Sa 08:00-20:00;Su 10:00-20:00",,2018-06-30 09:47:53.748317+00:00,,,47.503271,19.060486,6,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon
1007,474,6,Príma Wadi,85,1085,Budapest,József körút,84,,POINT (47.486377 19.070494),József krt. 84,,,36306300792.0,wadi.kft@gmail.com,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,21:30:00,21:30:00,21:30:00,21:30:00,21:30:00,21:30:00,,,,,,,,,,,,,,,,,,"Fr,Mo,Sa,Th,Tu,We 06:00-21:30",,2018-06-30 09:47:53.748317+00:00,,,47.486377,19.070494,6,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon
1008,475,6,Pilvax Príma Élelmiszerüzlet,82,1082,Budapest,Városház utca,14,,POINT (47.48622 19.074691),Városház utca 14,,,3613378139.0,pilvax.cba@gmail.com,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,15:00:00,,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 07:00-21:00;Sa 07:00-15:00",,2018-06-30 09:47:53.748317+00:00,,,47.48622,19.074691,6,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon
1009,476,6,Príma Corvin Átrium,82,1082,Budapest,Futó utca,37-45,,POINT (47.48622 19.074691),Futó utca 37-45,,,3617101230.0,igazgato@corvinatriumcba.hu,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,08:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,20:00:00,20:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 07:00-22:00;Sa 07:00-20:00;Su 08:00-20:00",,2018-06-30 09:47:53.748317+00:00,,,47.48622,19.074691,6,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon
1010,551,6,Príma Nádorliget,112,1117,Budapest,Nádorliget utca,5/a,,POINT (47.468021 19.04789),Nádorliget u. 5/a,,,,,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,07:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,17:00:00,14:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 06:30-21:00;Sa 07:00-17:00;Su 07:00-14:00",,2018-06-30 09:47:53.748317+00:00,,,47.468021,19.04789,6,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon
1011,566,6,Príma Duna Pláza,128,1138,Budapest,Váci út,178,,POINT (47.549376 19.072893),Váci út 178.,,,3612363000.0,vevoszolgalat@cbadunaplaza.hu,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,08:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,20:00:00,20:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Th,Tu,We 07:00-21:00;Sa 07:00-20:00;Su 08:00-20:00",,2018-06-30 09:47:53.748317+00:00,,,47.549376,19.072893,6,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon
1012,569,6,Príma Élelmiszer Áruház - Déli,28,1012,Budapest,Krisztina körút,37,,POINT (47.499985 19.025859),Krisztina krt. 37.,,,3614890320.0,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,21:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Sa,Th,Tu,We 06:00-22:00;Su 06:00-21:00",,2018-06-30 09:47:53.748317+00:00,,,47.499985,19.025859,6,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon
1013,570,6,Príma Élelmiszer Áruház - Budaörs,622,2040,Budaörs,Szabadság út,52-54,,POINT (47.460852 18.956777),Szabadság út 52-54.,,,3623445750.0,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,18:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Sa,Th,Tu,We 06:00-21:00;Su 07:00-18:00",,2018-06-30 09:47:53.748317+00:00,,,47.460852,18.956777,6,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon
1014,571,6,"Príma Élelmiszer Áruház - Budakeszi, Dózsa",658,2092,Budakeszi,Dózsa György tér,1/a,,POINT (47.507727 18.919632),Dózsa György tér 1/A,,,3623535571.0,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,07:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,18:00:00,,,,,,,,,,,,,,,,,"Fr,Mo,Sa,Th,Tu,We 06:00-21:00;Su 07:00-18:00",,2018-06-30 09:47:53.748317+00:00,,,47.507727,18.919632,6,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma', 'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon
