,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe
35,36,OBI,doityourself,"{'operator': 'OBI Hungary Retail Kft.', 'payment:contactless': 'yes', 'operator:addr': '1097 Budapest, Könyves Kálmán körút 12-14', 'payment:cash': 'yes', 'payment:mastercard': 'yes', 'air_conditioning': 'yes', 'brand:wikidata': 'Q300518', 'ref:vatin': 'HU13136062', 'wheelchair': 'yes', 'brand:wikipedia': 'en:Obi (store)', 'shop': 'doityourself', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'brand': 'OBI', 'payment:mastercard_electronic': 'yes', 'ref:vatin:hu': '13136062-2-44', 'payment:visa': 'yes'}",https://www.obi.hu,huobidiy,obi,,False,False,2000.0,200.0,15.0
36,37,MOL Plugee,charging_station,"{'authentication:none': 'yes', 'parking:fee': 'no', 'operator': 'MOL Nyrt.', 'fee': 'yes', 'operator:addr': '1117 Budapest, Október huszonharmadika utca 18.', 'contact:email': 'info@molplugee.hu', 'contact:website': 'https://molplugee.hu/', 'ref:vatin': 'HU10625790', 'ref:HU:company': '01-10-041683', 'amenity': 'charging_station', 'ref:vatin:hu': '10625790-4-44', 'contact:phone': '+36 1 998 9888', 'brand': 'MOL', 'opening_hours': '24/7', 'authentication:app': 'yes', 'motorcar': 'yes'}",https://molplugee.hu,humolplchs,(mol plugee|plugee),,False,False,50.0,30.0,10.0
37,38,OMV,fuel,"{'contact:instagram': 'https://www.instagram.com/omv/', 'contact:facebook': 'https://www.facebook.com/omvmagyarorszag', 'brand:wikipedia': 'en:OMV', 'brand:wikidata': 'Q168238', 'operator': 'OMV Hungária Kft.', 'contact:youtube': 'https://www.youtube.com/user/omvofficial', 'ref:vatin:hu': '10542925-2-44', 'payment:maestro': 'yes', 'contact:twitter': 'omv', 'payment:mastercard_contactless': 'yes', 'contact:linkedin': 'https://www.linkedin.com/company/omv', 'name': 'OMV', 'payment:visa_electron': 'yes', 'contact:fax': '+36 1 381 9899', 'payment:contactless': 'yes', 'operator:addr': '1117 Budapest, Október huszonharmadika utca 6-10 5. emelet 5/A.', 'payment:cash': 'yes', 'contact:email': 'info.hungary@omv.com', 'amenity': 'fuel', 'fuel:octane_95': 'yes', 'payment:mastercard': 'yes', 'ref:vatin': 'HU10542925', 'fuel:diesel': 'yes', 'ref:HU:company': '01-09-071584', 'air_conditioning': 'yes', 'brand': 'OMV', 'payment:mastercard_electronic': 'yes', 'payment:visa': 'yes'}",https://www.omv.hu,huomvfu,(omv|omw|ömv|ömw|ovm|owm),,False,False,2000.0,450.0,60.0
38,39,Penny Market,shop,"{'contact:instagram': 'https://www.instagram.com/pennymarkethu', 'contact:facebook': 'https://www.facebook.com/PennyMarketMagyarorszag', 'brand:wikipedia': 'en:Penny (supermarket)', 'operator': 'Penny Market Kft.', 'contact:youtube': 'https://www.youtube.com/channel/UCSy0KKUrDxVWkx8qicky_pQ', 'shop': 'supermarket', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand:wikidata': 'Q284688', 'internet_access:ssid': 'PENNY FREE WLAN', 'payment:visa_electron': 'yes', 'internet_access': 'wlan', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'contact:email': 'ugyfelszolgalat@penny.hu', 'payment:mastercard': 'yes', 'ref:vatin': 'HU10969629', 'payment:visa': 'yes', 'ref:vatin:hu': '10969629-2-44', 'brand': 'Penny Market', 'payment:mastercard_electronic': 'yes', 'internet_access:fee': 'no'}",https://www.penny.hu,hupennysup,penny,,False,False,2000.0,200.0,15.0
39,40,Pepco,clothes,"{'payment:mastercard_electronic': 'yes', 'operator': 'Pepkor Hungary Kft.', 'payment:contactless': 'yes', 'operator:addr': '1138 Budapest, Váci út 187.', 'contact:facebook': 'https://www.facebook.com/pepcohu/', 'contact:email': 'ugyfelszolgalat@pepco.eu', 'contact:website': 'https://pepco.hu/', 'payment:mastercard': 'yes', 'brand:wikidata': 'Q11815580', 'payment:cash': 'yes', 'brand:wikipedia': 'pl:Pepco', 'shop': 'clothes', 'payment:maestro': 'yes', 'contact:phone': '+36 1 701 0424', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'brand': 'Pepco', 'contact:linkedin': 'https://www.linkedin.com/company/pepco-poland', 'payment:visa': 'yes'}",https://pepco.hu,hupepcoclo,pepco,,False,False,2000.0,200.0,5.0
40,41,Rossmann,chemist,"{'contact:instagram': 'https://www.instagram.com/rossmann_hu', 'contact:facebook': 'https://www.facebook.com/Rossmann.hu', 'brand:wikipedia': 'de:Dirk Rossmann GmbH', 'contact:youtube': 'https://www.youtube.com/channel/UCmUCPmvMLL3IaXRBtx7-J7Q', 'ref:vatin:hu': '11149769-2-44', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:contactless': 'yes', 'brand:wikidata': 'Q316004', 'payment:visa_electron': 'yes', 'operator': 'Rossmann Magyarország Kft.', 'shop': 'chemist', 'payment:cash': 'yes', 'operator:addr': '2225 Üllő, Zsaróka út 8.', 'contact:email': 'ugyfelszolgalat@rossmann.hu', 'air_conditioning': 'yes', 'phone': '+36 29 889-800;+36 70 4692 800', 'payment:mastercard': 'yes', 'ref:vatin': 'HU11149769', 'payment:visa': 'yes', 'brand': 'Rossmann', 'payment:mastercard_electronic': 'yes'}",https://www.rossmann.hu,hurossmche,rossmann,,False,False,2000.0,200.0,3.0
41,42,Sberbank,bank,"{'name:ru': 'Сбербанк', 'operator': 'Sberbank Magyarország Zrt.', 'bic': 'MAVOHUHB', 'operator:addr': '1088 Budapest, Rákóczi út 1-3.', 'air_conditioning': 'yes', 'brand:ru': 'Сбербанк', 'ref:vatin': 'HU10776999', 'atm': 'yes', 'amenity': 'bank', 'brand:wikipedia': 'en:Sberbank of Russia', 'ref:vatin:hu': '10776999-2-44', 'brand': 'Sberbank', 'brand:wikidata': 'Q17379757', 'ref:HU:company': '01 10 041720'}",https://www.sberbank.hu,husberbank,(sber|sberbank),(erste|raiffeisen),False,False,300.0,100.0,40.0
42,43,Sberbank ATM,atm,"{'name:ru': 'Сбербанк', 'operator': 'Sberbank Magyarország Zrt.', 'bic': 'MAVOHUHB', 'operator:addr': '1088 Budapest, Rákóczi út 1-3.', 'amenity': 'atm', 'brand:ru': 'Сбербанк', 'ref:vatin': 'HU10776999', 'ref:HU:company': '01 10 041720', 'brand:wikipedia': 'en:Sberbank of Russia', 'ref:vatin:hu': '10776999-2-44', 'brand': 'Sberbank', 'brand:wikidata': 'Q17379757'}",https://www.sberbank.hu,husberatm,(sber|sberbank),,False,False,50.0,30.0,10.0
43,44,Shell,fuel,"{'contact:fax': '+36 1 999 8673', 'payment:contactless': 'yes', 'contact:facebook': 'https://www.facebook.com/ShellMagyarorszag/', 'payment:cash': 'yes', 'payment:mastercard': 'yes', 'contact:website': 'https://shell.hu/', 'fuel:octane_95': 'yes', 'payment:mastercard_contactless': 'yes', 'brand:wikidata': 'Q154950', 'fuel:diesel': 'yes', 'amenity': 'fuel', 'air_conditioning': 'yes', 'payment:maestro': 'yes', 'contact:twitter': 'shell', 'brand:wikipedia': 'hu:Royal Dutch Shell', 'contact:phone': '+36 1 480 1114', 'brand': 'Shell', 'payment:mastercard_electronic': 'yes', 'payment:visa_electron': 'yes', 'payment:visa': 'yes'}",https://shell.hu,hushellfu,shell,hunoil,False,False,2000.0,300.0,60.0
44,45,Spar Expressz,shop,"{'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:mastercard_electronic': 'yes', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'brand:wikipedia': 'hu:Spar', 'payment:otp_bankpont': 'yes', 'payment:erzsebet': 'yes', 'shop': 'convenience', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand:wikidata': 'Q610492', 'payment:visa_electron': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'payment:otp_cafeteria': 'yes', 'contact:email': 'vevoszolgalat@spar.hu', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'payment:edenred_voucher': 'yes', 'phone': '+36208237727', 'payment:mastercard': 'yes', 'payment:multipay': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:v_pay': 'yes', 'payment:american_express': 'yes', 'brand': 'Spar', 'payment:jcb': 'yes', 'payment:unionpay': 'yes', 'payment:edenred_card': 'yes', 'payment:visa': 'yes'}",https://www.spar.hu,husparecon,(spar|spar express|spar expressz),,False,False,2000.0,200.0,15.0
45,46,Interspar,shop,"{'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:mastercard_electronic': 'yes', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'brand:wikipedia': 'hu:Spar', 'payment:otp_bankpont': 'yes', 'payment:erzsebet': 'yes', 'shop': 'supermarket', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand:wikidata': 'Q610492', 'payment:visa_electron': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'payment:otp_cafeteria': 'yes', 'contact:email': 'vevoszolgalat@spar.hu', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'payment:edenred_voucher': 'yes', 'phone': '+36208237727', 'payment:mastercard': 'yes', 'payment:multipay': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:v_pay': 'yes', 'payment:american_express': 'yes', 'brand': 'Spar', 'payment:jcb': 'yes', 'payment:unionpay': 'yes', 'payment:edenred_card': 'yes', 'payment:visa': 'yes'}",https://www.spar.hu,husparisup,(spar|interspar),,False,False,2000.0,200.0,15.0
46,47,Spar,shop,"{'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:mastercard_electronic': 'yes', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'brand:wikipedia': 'hu:Spar', 'payment:otp_bankpont': 'yes', 'payment:erzsebet': 'yes', 'shop': 'supermarket', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand:wikidata': 'Q610492', 'payment:visa_electron': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'payment:otp_cafeteria': 'yes', 'contact:email': 'vevoszolgalat@spar.hu', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'payment:edenred_voucher': 'yes', 'phone': '+36208237727', 'payment:mastercard': 'yes', 'payment:multipay': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:v_pay': 'yes', 'payment:american_express': 'yes', 'brand': 'Spar', 'payment:jcb': 'yes', 'payment:unionpay': 'yes', 'payment:edenred_card': 'yes', 'payment:visa': 'yes'}",https://www.spar.hu,husparsup,(spar|spar supermarket),,False,False,2000.0,200.0,15.0
47,48,DeSpar,shop,"{'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:mastercard_electronic': 'yes', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'brand:wikipedia': 'hu:Spar', 'payment:otp_bankpont': 'yes', 'payment:erzsebet': 'yes', 'shop': 'convenience', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand:wikidata': 'Q610492', 'payment:visa_electron': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'payment:otp_cafeteria': 'yes', 'contact:email': 'vevoszolgalat@spar.hu', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'payment:edenred_voucher': 'yes', 'phone': '+36208237727', 'payment:mastercard': 'yes', 'payment:multipay': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:v_pay': 'yes', 'payment:american_express': 'yes', 'brand': 'Spar', 'payment:jcb': 'yes', 'payment:unionpay': 'yes', 'payment:edenred_card': 'yes', 'payment:visa': 'yes'}",https://www.spar.hu,huspardcon,(spar|despar),,False,False,2000.0,200.0,15.0
48,49,Tom Market,shop,"{'payment:mastercard_electronic': 'yes', 'contact:facebook': 'https://www.facebook.com/TOM.Market.Magyarorszag', 'payment:v_pay': 'yes', 'payment:otp_bankpont': 'yes', 'shop': 'convenience', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:jcb': 'yes', 'name': 'Tom Market', 'payment:visa_electron': 'yes', 'payment:contactless': 'yes', 'payment:cash': 'yes', 'payment:otp_cafeteria': 'yes', 'payment:mastercard': 'yes', 'payment:edenred_voucher': 'yes', 'payment:multipay': 'yes', 'payment:erzsebet_plus': 'yes', 'payment:visa': 'yes', 'payment:american_express': 'yes', 'payment:erzsebet': 'yes', 'payment:unionpay': 'yes', 'payment:edenred_card': 'yes'}",https://tommarket.hu,hutommacon,tom market|tommarket,,False,False,2000.0,200.0,
49,50,Yves Rocher,cosmetics,"{'contact:instagram': 'https://www.instagram.com/yves_rocher_magyarorszag/', 'contact:facebook': 'https://www.facebook.com/YvesRocherHungary/', 'brand:wikipedia': 'en:Yves Rocher (company)', 'contact:youtube': 'https://www.youtube.com/channel/UC6GA7lucPWgbNlC_MoomB9g', 'shop': 'cosmetics', 'payment:maestro': 'yes', 'payment:mastercard_contactless': 'yes', 'brand:wikidata': 'Q28496595', 'payment:visa_electron': 'yes', 'operator': 'Yves Rocher Hungary Kft. ', 'payment:contactless': 'yes', 'operator:addr': '1132 Budapest, Váci út 20-26.', 'payment:cash': 'yes', 'contact:email': 'vevoszolgalat@yrnet.com', 'air_conditioning': 'yes', 'payment:mastercard': 'yes', 'ref:vatin': 'HU10618646', 'ref:HU:company': '01-09-079930', 'payment:visa': 'yes', 'ref:vatin:hu': '10618646-2-41', 'brand': 'Yves Rocher', 'payment:mastercard_electronic': 'yes'}",https://www.yves-rocher.hu/,huyvesrcos,yves rocher,,False,False,2000.0,200.0,15.0
