,pa_id,poi_common_id,poi_name,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_additional_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_lat,poi_lon,poi_created,poi_updated,poi_deleted,pc_id,poi_common_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,export_poi_name,do_not_export_addr_tags,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,additional_ref_name,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance,poi_new
7693,7216,22,,,23,1012,Budapest,Kosciuszkó Tádé utca,5,,POINT (47.49665 19.02851),"1012 Budapest, Kosciuszkó Tádé utca 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.496588,19.0292569615942,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,216230142,OSM_object_type.way,8,0,2020-05-12 21:34:37.000000,"{'addr:city': 'Budapest', 'addr:housenumber': '5', 'addr:postcode': '1012', 'addr:street': 'Kosciuszkó Tádé utca', 'amenity': 'fire_station', 'building': 'yes', 'name': 'Budavári Katasztrófavédelmi Őrs', 'phone': '+36 1 459 2302'}","[2255805450, 2255805453, 2255805454, 2255805434, 2255805433, 4177303878, 4177303882, 2255805459, 2255805461, 2255805450]",22.39828439,False
7725,4793,22,,,2567,6760,Kistelek,Petőfi Sándor utca,53-55,,POINT (46.46354 19.98579),"6760 Kistelek, Petőfi Sándor utca 53-55.",,,,,,,,,,,,,,,,,,,kistelek.pv@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.46354,19.98579,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7726,4799,22,,,2589,6786,Ruzsa,Tölgyes utca,7,,POINT (46.29261 19.74965),"6786 Ruzsa, Tölgyes utca 7.",,,,,,,,,,,,,,,,,,,ruzsai.kvo@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.29261,19.74965,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7727,6598,22,,,2704,7150,Bonyhád,Táncsics Mihály utca,2,,POINT (46.30098 18.53221),"7150 Bonyhád, Táncsics Mihály utca 2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.30098,18.53221,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7728,4049,22,,,2816,7370,Sásd,Dr. Guzsal Ernő utca,3,,POINT (46.25261 18.10487),"7370 Sásd, Dr. Guzsal Ernő u. 3.",,,,,,,,,,,,,,,,,,,sasd.ugyelet@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.25261,18.10487,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7729,4032,22,,,3043,7726,Véménd,Szabadság tér,11,,POINT (46.15235 18.62283),"7726 Véménd, Szabadság tér 11.",,,,,,,,,,,,,,,,,,,vemend.ugyelet@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.15235,18.62283,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7730,4240,22,,,3096,7773,Villány,Ady Endre fasor,,913/3,POINT (45.8769 18.45498),"7773 Villány, Ady Endre fasor 913/3. hrsz.",,,,,,,,,,,,,,,,,,,villany.ugyelet@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8769,18.45498,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7731,4041,22,,,3228,7960,Sellye,Dráva utca,23,,POINT (45.86986 17.8431),"7960 Sellye, Dráva utca 23.",,,,,,,,,,,,,,,,,,,sellye.ugyelet@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.86986,17.8431,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7732,7054,22,,,3773,8749,Zalakaros,,,,POINT (46.56044 17.12288),"8749 Zalakaros, Jegenyesor 8.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.56044,17.12288,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7733,7057,22,,,3783,8761,Pacsa,Ady Endre utca,9,,POINT (46.72053 17.01662),"8761 Pacsa, Ady Endre utca 9.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.72053,17.01662,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7734,7045,22,,,3865,8868,Letenye,Fenyő utca,1,,POINT (46.43372 16.7209),8868 Letenye Fenyő utca 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.43365805,16.720545773864444,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,636804481,OSM_object_type.way,3,0,2019-08-27 13:08:07.000000,"{'addr:city': 'Letenye', 'addr:housenumber': '1', 'addr:postcode': '8868', 'addr:street': 'Fenyő utca', 'amenity': 'fire_station', 'building': 'yes', 'name': 'Letenyei Katasztrófavédelmi Őrs'}","[6004545359, 6004545360, 6004545361, 6004545362, 6004545359]",17.17632917,False
7735,5174,22,,,4077,9090,Pannonhalma,Petőfi utca,8,,POINT (47.54777 17.74882),"9090 Pannonhalma, Petőfi u. 8.",,,,,,,,,,,,,,,,,,,pannonhalma.ors@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.54777,17.74882,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7736,5560,22,,,4117,9155,Lébény,Iskola utca,34,,POINT (47.73525 17.38972),"9155 Lébény, Iskola utca 34.",,,,,,,,,,,,,,,,,,+36 96 360 033,ifjrozsabela@citromail.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.73525,17.38972,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7737,5219,22,,,4168,9300,Csorna,Bartók Béla út,1,,POINT (47.61041 17.24465),"9300 Csorna, Bartók Béla út 1.",,,,,,,,,,,,,,,,,,,csornaote@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.61041,17.24465,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7738,6677,22,,,4510,9970,Szentgotthárd,Füzesi út,15,,POINT (46.95419 16.2748),"9970 Szentgotthárd, Füzesi út 15.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.95419,16.2748,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
